N,DEWP,TEMP,PRES,WIND_SPEED,SNOW,RAIN,PM25,PM25
9407,-21,-5,1037,81.81,0,0,10,10
9408,-21,-6,1037,86.73,0,0,15,15
9409,-23,-7,1037,92.54,0,0,3,3
9410,-24,-8,1037,97.46,0,0,6,6
9411,-24,-8,1037,102.38,0,0,10,10
9412,-25,-9,1037,108.19,0,0,7,7
9413,-25,-11,1037,112.21,0,0,4,4
9414,-25,-11,1036,117.13,0,0,2,2
9415,-24,-11,1036,122.05,0,0,7,7
9416,-24,-12,1037,125.18,0,0,11,11
9417,-24,-11,1037,128.31,0,0,8,8
9418,-24,-9,1038,3.13,0,0,9,9
9419,-23,-7,1038,6.26,0,0,16,16
9420,-22,-6,1038,3.13,0,0,27,27
9421,-22,-4,1037,11.18,0,0,19,19
9422,-22,-3,1035,19.23,0,0,11,11
9423,-22,-2,1035,27.28,0,0,42,42
9424,-23,-1,1034,34.43,0,0,15,15
9425,-22,-1,1034,40.24,0,0,13,13
9426,-23,-2,1034,47.39,0,0,11,11
9427,-24,-6,1035,51.41,0,0,9,9
9428,-23,-7,1035,55.43,0,0,12,12
9429,-22,-6,1035,60.35,0,0,16,16
9430,-22,-5,1035,66.16,0,0,9,9
9431,-23,-5,1035,74.21,0,0,10,10
9432,-23,-7,1036,77.34,0,0,9,9
9433,-22,-5,1036,82.26,0,0,21,21
9434,-22,-6,1036,88.07,0,0,22,22
9435,-21,-6,1036,93.88,0,0,10,10
9436,-22,-6,1036,99.69,0,0,19,19
9437,-21,-6,1036,104.61,0,0,7,7
9438,-22,-7,1036,108.63,0,0,8,8
9439,-21,-7,1036,114.44,0,0,8,8
9440,-21,-7,1036,120.25,0,0,9,9
9441,-21,-6,1036,125.17,0,0,17,17
9442,-21,-4,1036,130.98,0,0,19,19
9443,-20,-3,1036,138.13,0,0,21,21
9444,-20,-1,1036,147.07,0,0,24,24
9445,-22,0,1035,156.01,0,0,16,16
9446,-22,1,1033,164.95,0,0,14,14
9447,-22,2,1032,173.89,0,0,16,16
9448,-22,2,1031,181.94,0,0,16,16
9449,-21,3,1030,189.09,0,0,11,11
9450,-21,3,1030,194.01,0,0,13,13
9451,-21,2,1031,198.93,0,0,16,16
9452,-21,0,1031,202.06,0,0,37,37
9453,-20,1,1031,205.19,0,0,46,46
9454,-18,-2,1032,208.32,0,0,45,45
9455,-19,-4,1032,0.89,0,0,49,49
9456,-19,-4,1032,1.79,0,0,45,45
9457,-18,-3,1032,4.92,0,0,21,21
9458,-18,-4,1031,9.84,0,0,15,15
9459,-19,-5,1031,12.97,0,0,12,12
9460,-18,-5,1031,16.1,0,0,12,12
9461,-19,-6,1030,19.23,0,0,15,15
9462,-19,-9,1030,23.25,0,0,13,13
9463,-19,-9,1030,0.89,0,0,10,10
9464,-18,-9,1030,4.02,0,0,25,25
9465,-18,-8,1031,7.15,0,0,43,43
9466,-18,-2,1031,10.28,0,0,23,23
9467,-19,1,1030,15.2,0,0,27,27
9468,-20,4,1030,19.22,0,0,19,19
9469,-21,6,1029,26.37,0,0,23,23
9470,-20,7,1027,33.52,0,0,23,23
9471,-19,8,1026,40.67,0,0,17,17
9472,-19,8,1025,46.48,0,0,21,21
9473,-19,8,1025,52.29,0,0,18,18
9474,-20,7,1025,56.31,0,0,28,28
9475,-20,6,1025,59.44,0,0,24,24
9476,-20,4,1025,64.36,0,0,46,46
9477,-21,4,1025,68.38,0,0,61,61
9478,-20,2,1025,71.51,0,0,69,69
9479,-19,2,1025,74.64,0,0,68,68
9480,-18,-3,1025,77.77,0,0,55,55
9481,-17,-4,1025,80.9,0,0,33,33
9482,-17,-5,1024,84.92,0,0,43,43
9483,-17,-5,1025,89.84,0,0,28,28
9484,-18,-6,1024,94.76,0,0,34,34
9485,-17,-6,1024,98.78,0,0,29,29
9486,-17,-4,1024,101.91,0,0,37,37
9487,-17,-4,1023,105.04,0,0,34,34
9488,-17,-3,1024,4.02,0,0,27,27
9489,-17,-3,1024,7.15,0,0,44,44
9490,-17,-1,1024,10.28,0,0,37,37
9491,-19,0,1024,14.3,0,0,46,46
9492,-20,4,1024,18.32,0,0,43,43
9493,-20,6,1023,3.13,0,0,29,29
9494,-22,7,1022,10.28,0,0,20,20
9495,-22,9,1021,17.43,0,0,27,27
9496,-22,9,1020,22.35,0,0,23,23
9497,-21,8,1020,28.16,0,0,28,28
9498,-22,7,1020,32.18,0,0,22,22
9499,-22,6,1021,37.1,0,0,29,29
9500,-22,5,1021,42.02,0,0,30,30
9501,-22,3,1021,46.04,0,0,42,42
9502,-22,4,1021,50.06,0,0,49,49
9503,-22,3,1021,54.08,0,0,49,49
9504,-22,3,1021,57.21,0,0,59,59
9505,-20,-2,1021,61.23,0,0,84,84
9506,-19,-4,1021,0.89,0,0,73,73
9507,-19,-6,1021,3.13,0,0,70,70
9508,-19,-6,1020,6.26,0,0,95,95
9509,-20,-5,1020,0.89,0,0,71,71
9510,-19,-4,1020,4.02,0,0,47,47
9511,-19,-7,1020,7.15,0,0,42,42
9512,-20,-7,1020,10.28,0,0,56,56
9513,-18,-4,1021,14.3,0,0,48,48
9514,-18,-2,1021,18.32,0,0,42,42
9515,-20,1,1022,21.45,0,0,45,45
9516,-21,4,1022,24.58,0,0,60,60
9517,-21,5,1021,28.6,0,0,65,65
9518,-20,7,1019,31.73,0,0,55,55
9519,-20,7,1019,39.78,0,0,38,38
9520,-18,6,1019,47.83,0,0,33,33
9521,-16,5,1020,57.66,0,0,34,34
9522,-17,5,1020,65.71,0,0,19,19
9523,-17,3,1021,73.76,0,0,18,18
9524,-18,3,1022,81.81,0,0,29,29
9525,-17,2,1022,87.62,0,0,44,44
9526,-17,2,1023,94.77,0,0,89,89
9527,-17,1,1023,100.58,0,0,61,61
9528,-16,-3,1023,103.71,0,0,61,61
9529,-17,-4,1024,107.73,0,0,75,75
9530,-17,-3,1024,111.75,0,0,348,348
9531,-17,-2,1024,116.67,0,0,79,79
9532,-17,-5,1024,119.8,0,0,40,40
9533,-17,-8,1024,122.93,0,0,25,25
9534,-17,-7,1023,126.06,0,0,29,29
9535,-17,-7,1023,129.19,0,0,23,23
9536,-17,-9,1024,133.21,0,0,24,24
9537,-16,-5,1024,3.13,0,0,39,39
9538,-16,-2,1024,4.92,0,0,46,46
9539,-18,0,1023,4.02,0,0,47,47
9540,-18,2,1023,3.13,0,0,30,30
9541,-18,3,1022,4.92,0,0,36,36
9542,-19,5,1020,0.89,0,0,28,28
9543,-19,6,1019,1.79,0,0,44,44
9544,-19,7,1019,3.13,0,0,47,47
9545,-19,6,1018,8.05,0,0,78,78
9546,-20,5,1018,12.07,0,0,100,100
9547,-19,3,1019,16.09,0,0,146,146
9548,-18,3,1019,19.22,0,0,143,143
9549,-18,2,1019,21.01,0,0,167,167
9550,-16,-3,1019,0.89,0,0,250,250
9551,-15,-3,1019,1.34,0,0,288,288
9552,-15,-5,1019,2.23,0,0,289,289
9553,-15,-6,1019,0.89,0,0,299,299
9554,-16,-7,1019,0.89,0,0,378,378
9555,-15,-6,1019,1.79,0,0,270,270
9556,-16,-7,1019,1.79,0,0,263,263
9557,-15,-4,1019,4.92,0,0,234,234
9558,-16,-4,1019,6.71,0,0,171,171
9559,-16,-3,1019,9.84,0,0,100,100
9560,-16,-3,1020,12.97,0,0,83,83
9561,-15,0,1021,16.99,0,0,77,77
9562,-17,0,1022,21.91,0,0,86,86
9563,-17,2,1022,25.93,0,0,102,102
9564,-13,4,1023,29.95,0,0,77,77
9565,-10,6,1023,4.02,0,0,40,40
9566,-11,7,1022,8.04,0,0,37,37
9567,-12,8,1021,1.79,0,0,33,33
9568,-12,8,1021,0.89,0,0,32,32
9569,-12,7,1021,3.13,0,0,32,32
9570,-12,6,1021,7.15,0,0,21,21
9571,-12,2,1023,12.96,0,0,196,196
9572,-13,0,1023,16.09,0,0,161,161
9573,-11,-1,1024,19.22,0,0,143,143
9574,-11,-2,1025,22.35,0,0,149,149
9575,-11,-4,1025,24.14,0,0,99,99
9576,-11,-3,1025,25.03,0,0,64,64
9577,-12,-6,1025,25.92,0,0,43,43
9578,-11,-6,1025,0.45,0,0,53,53
9579,-11,-6,1024,1.34,0,0,46,46
9580,-11,-8,1023,0.89,0,0,55,55
9581,-11,-7,1023,0.89,0,0,63,63
9582,-10,-6,1022,1.78,0,0,74,74
9583,-12,-8,1021,2.23,0,0,82,82
9584,-11,-7,1021,0.89,0,0,87,87
9585,-11,-5,1022,0.89,0,0,90,90
9586,-10,-4,1022,0.89,0,0,92,92
9587,-8,-2,1020,3.13,0,0,97,97
9588,-7,-1,1020,0.89,0,0,100,100
9589,-7,0,1018,3.13,0,0,105,105
9590,-9,1,1016,6.26,0,0,109,109
9591,-9,2,1015,8.05,0,0,130,130
9592,-9,2,1014,0.89,0,0,145,145
9593,-9,2,1014,1.78,0,0,147,147
9594,-9,1,1014,2.67,0,0,165,165
9595,-9,-1,1014,1.79,0,0,178,178
9596,-10,-4,1014,4.92,0,0,169,169
9597,-10,-3,1015,6.71,0,0,155,155
9598,-9,-3,1015,0.89,0,0,158,158
9599,-10,-4,1015,1.78,0,0,174,174
9600,-9,-3,1016,4.02,0,0,201,201
9601,-9,-2,1017,8.04,0,0,220,220
9602,-10,-5,1018,1.79,0,0,186,186
9603,-10,-6,1018,1.79,0,0,144,144
9604,-9,-1,1019,4.02,0,0,89,89
9605,-11,-4,1019,7.15,0,0,17,17
9606,-10,-3,1020,4.02,0,0,19,19
9607,-10,-2,1020,5.81,0,0,22,22
9608,-12,-6,1021,3.13,0,0,34,34
9609,-10,-1,1023,1.79,0,0,31,31
9610,-12,2,1023,3.13,0,0,54,54
9611,-12,5,1023,8.05,0,0,34,34
9612,-12,6,1023,4.02,0,0,29,29
9613,-10,8,1022,7.15,0,0,25,25
9614,-10,9,1020,11.17,0,0,27,27
9615,-10,10,1019,1.79,0,0,21,21
9616,-10,11,1019,3.58,0,0,25,25
9617,-9,10,1019,4.02,0,0,29,29
9618,-10,10,1019,7.15,0,0,21,21
9619,-11,6,1019,8.94,0,0,22,22
9620,-12,5,1019,12.96,0,0,20,20
9621,-11,2,1020,0.89,0,0,35,35
9622,-12,3,1020,4.92,0,0,41,41
9623,-13,2,1020,6.71,0,0,69,69
9624,-11,1,1020,9.84,0,0,83,83
9625,-10,0,1020,12.97,0,0,93,93
9626,-9,-1,1019,16.1,0,0,106,106
9627,-9,-2,1019,0.89,0,0,110,110
9628,-9,-3,1019,1.78,0,0,110,110
9629,-9,-2,1017,3.13,0,0,122,122
9630,-9,-2,1017,4.92,0,0,130,130
9631,-9,-2,1018,0.45,0,0,126,126
9632,-9,-2,1017,1.34,0,0,117,117
9633,-9,-2,1017,2.23,0,0,118,118
9634,-8,0,1017,1.79,0,0,110,110
9635,-8,0,1017,0.89,0,0,113,113
9636,-8,1,1016,1.79,0,0,131,131
9637,-8,3,1015,1.79,0,0,151,151
9638,-11,4,1013,4.92,0,0,129,129
9639,-12,4,1012,8.94,0,0,117,117
9640,-11,4,1012,12.96,0,0,138,138
9641,-12,3,1011,16.98,0,0,146,146
9642,-12,3,1012,20.11,0,0,108,108
9643,-12,1,1012,21.9,0,0,77,77
9644,-10,0,1012,0.89,0,0,101,101
9645,-10,-3,1013,0.89,0,0,200,200
9646,-10,-3,1014,0.45,0,0,288,288
9647,-10,-4,1013,1.34,0,0,295,295
9648,-10,-4,1013,1.79,0,0,263,263
9649,-10,-6,1012,2.68,0,0,208,208
9650,-11,-7,1012,3.13,0,0,176,176
9651,-10,-7,1013,0.89,0,0,121,121
9652,-12,-7,1013,2.68,0,0,133,133
9653,-12,-8,1013,5.81,0,0,128,128
9654,-11,-7,1012,8.94,0,0,162,162
9655,-11,-7,1012,12.07,0,0,168,168
9656,-10,-5,1013,16.99,0,0,148,148
9657,-11,-4,1014,20.12,0,0,119,119
9658,-10,-1,1015,25.04,0,0,118,118
9659,-12,3,1015,5.81,0,0,109,109
9660,-12,5,1016,10.73,0,0,80,80
9661,-11,6,1016,15.65,0,0,52,52
9662,-11,7,1016,21.46,0,0,43,43
9663,-12,8,1016,26.38,0,0,37,37
9664,-12,8,1016,31.3,0,0,26,26
9665,-14,7,1017,4.02,0,0,27,27
9666,-15,7,1017,3.13,0,0,27,27
9667,-15,5,1018,0.89,0,0,17,17
9668,-15,0,1019,0.89,0,0,37,37
9669,-13,-2,1020,1.79,0,0,47,47
9670,-11,-3,1021,0.89,0,0,100,100
9671,-12,-3,1022,1.78,0,0,148,148
9672,-12,-3,1022,1.79,0,0,132,132
9673,-13,-4,1023,2.68,0,0,84,84
9674,-12,-5,1024,1.79,0,0,78,78
9675,-11,-5,1025,0.89,0,0,132,132
9676,-9,-5,1026,1.79,0,0,163,163
9677,-9,-6,1025,0.89,0,0,171,171
9678,-8,-6,1026,1.79,0,0,176,176
9679,-8,-7,1026,0.89,0,0,199,199
9680,-8,-7,1027,0.89,0,0,209,209
9681,-8,-7,1028,0.89,0,0,208,208
9682,-6,-4,1028,0.89,0,0,211,211
9683,-6,-3,1029,1.78,0,0,199,199
9684,-5,-1,1028,1.79,0,0,212,212
9685,-5,2,1027,3.58,0,0,225,225
9686,-6,3,1026,7.6,0,0,151,151
9687,-8,3,1026,10.73,0,0,96,96
9688,-9,2,1025,13.86,0,0,68,68
9689,-8,2,1025,17.88,0,0,68,68
9690,-7,1,1025,21.9,0,0,79,79
9691,-7,1,1025,25.03,0,0,80,80
9692,-7,1,1026,28.16,0,0,82,82
9693,-7,0,1026,33.08,0,0,43,43
9694,-7,-1,1027,37.1,0,0,38,38
9695,-8,-2,1027,40.23,0,0,38,38
9696,-7,-3,1028,44.25,1,0,35,35
9697,-5,-4,1028,47.38,2,0,31,31
9698,-5,-4,1027,50.51,3,0,30,30
9699,-5,-5,1027,53.64,4,0,28,28
9700,-5,-5,1027,55.43,5,0,30,30
9701,-6,-5,1027,58.56,6,0,44,44
9702,-6,-5,1027,61.69,7,0,55,55
9703,-6,-5,1027,64.82,8,0,34,34
9704,-6,-5,1027,66.61,9,0,41,41
9705,-6,-5,1028,68.4,10,0,52,52
9706,-6,-5,1028,70.19,11,0,66,66
9707,-5,-4,1029,71.98,12,0,70,70
9708,-4,-4,1029,73.77,13,0,74,74
9709,-4,-3,1028,75.56,14,0,81,81
9710,-3,-3,1027,78.69,15,0,68,68
9711,-3,-2,1027,80.48,16,0,62,62
9712,-4,-2,1026,83.61,17,0,76,76
9713,-5,-2,1026,85.4,18,0,78,78
9714,-4,-3,1027,87.19,19,0,79,79
9715,-4,-3,1027,88.08,20,0,83,83
9716,-5,-3,1028,0.89,0,0,90,90
9717,-5,-3,1028,0.89,0,0,95,95
9718,-4,-3,1029,1.78,0,0,98,98
9719,-4,-3,1029,0.89,0,0,98,98
9720,-4,-3,1028,0.89,0,0,97,97
9721,-5,-3,1028,1.78,0,0,107,107
9722,-5,-4,1028,0.89,0,0,100,100
9723,-6,-5,1028,1.79,0,0,105,105
9724,-6,-5,1028,3.58,0,0,103,103
9725,-5,-5,1027,5.37,0,0,96,96
9726,-6,-5,1027,6.26,0,0,104,104
9727,-6,-6,1028,8.05,0,0,102,102
9728,-7,-6,1028,12.07,0,0,111,111
9729,-8,-6,1029,0.89,0,0,82,82
9730,-13,-2,1030,11.18,0,0,239,239
9731,-13,-2,1030,23.25,0,0,132,132
9732,-15,-2,1031,36.21,0,0,66,66
9733,-14,-2,1031,48.28,0,0,41,41
9734,-15,-1,1030,58.11,0,0,13,13
9735,-15,-1,1030,69.29,0,0,10,10
9736,-16,-1,1030,80.47,0,0,8,8
9737,-16,-1,1030,91.65,0,0,12,12
9738,-17,-2,1031,101.48,0,0,12,12
9739,-17,-3,1032,109.53,0,0,7,7
9740,-17,-5,1033,3.13,0,0,7,7
9741,-18,-4,1034,5.81,0,0,10,10
9742,-18,-7,1035,9.83,0,0,8,8
9743,-19,-6,1035,1.79,0,0,9,9
9744,-19,-7,1036,1.79,0,0,9,9
9745,-18,-9,1035,3.13,0,0,7,7
9746,-19,-9,1036,4.92,0,0,12,12
9747,-19,-10,1036,8.05,0,0,11,11
9748,-20,-9,1035,12.07,0,0,17,17
9749,-20,-8,1035,16.09,0,0,12,12
9750,-20,-9,1035,20.11,0,0,10,10
9751,-20,-12,1035,4.02,0,0,10,10
9752,-20,-10,1035,7.15,0,0,12,12
9753,-19,-9,1035,3.13,0,0,16,16
9754,-19,-7,1035,8.05,0,0,21,21
9755,-19,-6,1034,3.13,0,0,21,21
9756,-18,-4,1034,6.26,0,0,22,22
9757,-18,-4,1033,8.05,0,0,23,23
9758,-18,-2,1031,0.89,0,0,27,27
9759,-17,-2,1031,3.13,0,0,34,34
9760,-17,-2,1030,4.92,0,0,49,49
9761,-16,-3,1029,8.05,0,0,41,41
9762,-16,-3,1029,11.18,0,0,48,48
9763,-16,-4,1029,14.31,0,0,43,43
9764,-15,-4,1029,17.44,0,0,41,41
9765,-16,-4,1029,20.57,0,0,39,39
9766,-13,-4,1030,24.59,0,0,41,41
9767,-11,-5,1030,27.72,1,0,47,47
9768,-9,-6,1030,29.51,2,0,58,58
9769,-7,-6,1030,31.3,3,0,50,50
9770,-7,-6,1029,33.09,4,0,52,52
9771,-7,-7,1029,34.88,5,0,59,59
9772,-7,-7,1029,36.67,6,0,58,58
9773,-7,-7,1029,38.46,7,0,65,65
9774,-8,-7,1029,1.79,8,0,68,68
9775,-8,-7,1030,3.58,9,0,61,61
9776,-8,-7,1030,4.47,10,0,69,69
9777,-8,-7,1031,6.26,11,0,72,72
9778,-7,-6,1031,7.15,12,0,69,69
9779,-7,-6,1031,0.89,13,0,82,82
9780,-6,-4,1031,1.78,14,0,85,85
9781,-6,-4,1031,1.79,0,0,87,87
9782,-6,-3,1030,0.89,0,0,79,79
9783,-8,-3,1030,1.79,0,0,86,86
9784,-9,-2,1029,0.89,0,0,86,86
9785,-9,-2,1030,1.78,0,0,82,82
9786,-8,-2,1030,3.13,0,0,92,92
9787,-9,-3,1030,4.92,0,0,104,104
9788,-8,-4,1031,8.05,0,0,108,108
9789,-8,-4,1031,9.84,0,0,113,113
9790,-8,-4,1032,3.13,0,0,115,115
9791,-13,-5,1032,8.05,0,0,12,12
9792,-15,-5,1033,12.07,0,0,13,13
9793,-18,-7,1033,16.09,0,0,11,11
9794,-18,-10,1033,19.22,0,0,6,6
9795,-20,-8,1033,23.24,0,0,8,8
9796,-20,-11,1033,26.37,0,0,8,8
9797,-19,-9,1033,28.16,0,0,7,7
9798,-20,-10,1034,1.79,0,0,10,10
9799,-19,-11,1034,5.81,0,0,11,11
9800,-20,-11,1034,3.13,0,0,22,22
9801,-18,-9,1034,4.02,0,0,33,33
9802,-19,-6,1034,8.04,0,0,29,29
9803,-19,-6,1034,12.06,0,0,37,37
9804,-18,-4,1034,13.85,0,0,30,30
9805,-18,-2,1033,0.89,0,0,26,26
9806,-17,-1,1032,1.78,0,0,22,22
9807,-17,0,1031,3.13,0,0,28,28
9808,-19,1,1031,1.79,0,0,46,46
9809,-18,1,1030,3.58,0,0,53,53
9810,-14,0,1030,6.71,0,0,56,56
9811,-14,-2,1030,9.84,0,0,39,39
9812,-14,-2,1030,11.63,0,0,40,40
9813,-14,-2,1030,13.42,0,0,46,46
9814,-13,-6,1030,0.89,0,0,61,61
9815,-13,-7,1030,1.79,0,0,77,77
9816,-12,-8,1030,2.68,0,0,89,89
9817,-13,-9,1030,3.57,0,0,102,102
9818,-13,-9,1029,0.89,0,0,125,125
9819,-14,-10,1029,1.79,0,0,154,154
9820,-14,-10,1029,2.68,0,0,153,153
9821,-15,-11,1029,0.89,0,0,122,122
9822,-14,-12,1029,0.89,0,0,113,113
9823,-14,-11,1029,0.89,0,0,138,138
9824,-15,-12,1029,0.89,0,0,125,125
9825,-14,-11,1029,1.78,0,0,117,117
9826,-11,-8,1030,0.89,0,0,152,152
9827,-10,-6,1029,1.79,0,0,181,181
9828,-9,-4,1029,0.89,0,0,214,214
9829,-9,-2,1028,1.78,0,0,233,233
9830,-9,0,1027,2.67,0,0,252,252
9831,-10,0,1025,3.56,0,0,274,274
9832,-9,1,1025,1.79,0,0,248,248
9833,-8,1,1024,3.58,0,0,216,216
9834,-8,0,1024,5.37,0,0,209,209
9835,-8,-2,1025,1.79,0,0,213,213
9836,-7,-2,1025,3.58,0,0,254,254
9837,-9,-5,1025,4.47,0,0,301,301
9838,-8,-6,1025,5.36,0,0,298,298
9839,-8,-6,1025,6.25,0,0,331,331
9840,-9,-6,1025,1.79,0,0,328,328
9841,-10,-7,1025,3.58,0,0,335,335
9842,-9,-6,1025,5.37,0,0,312,312
9843,-10,-8,1024,6.26,0,0,299,299
9844,-11,-9,1023,0.89,0,0,294,294
9845,-11,-9,1023,1.79,0,0,277,277
9846,-10,-8,1023,0.45,0,0,281,281
9847,-12,-10,1023,0.89,0,0,267,267
9848,-11,-9,1023,0.45,0,0,269,269
9849,-9,-7,1023,0.89,0,0,258,258
9850,-8,-4,1024,0.89,0,0,263,263
9851,-8,-3,1024,1.78,0,0,285,285
9852,-8,-1,1023,2.67,0,0,282,282
9853,-8,0,1022,1.79,0,0,281,281
9854,-8,1,1021,1.79,0,0,292,292
9855,-8,2,1020,3.13,0,0,289,289
9856,-8,3,1020,4.92,0,0,272,272
9857,-6,2,1020,0.89,0,0,234,234
9858,-6,1,1020,1.79,0,0,214,214
9859,-6,0,1020,3.58,0,0,192,192
9860,-6,-1,1021,4.47,0,0,211,211
9861,-5,-1,1022,5.36,0,0,240,240
9862,-5,-2,1023,6.25,0,0,249,249
9863,-5,-2,1023,7.14,0,0,278,278
9864,-5,-2,1023,0.45,0,0,279,279
9865,-6,-4,1023,0.89,0,0,294,294
9866,-6,-5,1022,1.79,0,0,327,327
9867,-6,-5,1022,2.68,0,0,328,328
9868,-7,-5,1022,4.47,0,0,316,316
9869,-8,-7,1022,7.6,0,0,315,315
9870,-7,-5,1023,11.62,0,0,273,273
9871,-6,-4,1024,15.64,0,0,254,254
9872,-7,-4,1025,17.43,0,0,226,226
9873,-6,-3,1026,20.56,0,0,237,237
9874,-5,-2,1027,22.35,0,0,224,224
9875,-6,1,1027,24.14,0,0,234,234
9876,-7,3,1027,0.89,0,0,195,195
9877,-8,5,1026,3.13,0,0,104,104
9878,-8,6,1025,4.92,0,0,75,75
9879,-8,7,1025,1.79,0,0,53,53
9880,-10,7,1024,1.79,0,0,50,50
9881,-9,8,1024,0.89,0,0,49,49
9882,-10,6,1024,3.13,0,0,42,42
9883,-8,4,1025,4.02,0,0,53,53
9884,-8,4,1025,8.04,0,0,80,80
9885,-8,3,1026,11.17,0,0,188,188
9886,-8,3,1026,15.19,0,0,288,288
9887,-7,-1,1027,0.89,0,0,404,404
9888,-7,-2,1027,1.79,0,0,422,422
9889,-7,-3,1028,2.68,0,0,411,411
9890,-7,-4,1028,0.89,0,0,345,345
9891,-7,-5,1028,0.89,0,0,353,353
9892,-10,-8,1027,2.68,0,0,399,399
9893,-9,-7,1027,0.89,0,0,384,384
9894,-9,-7,1027,2.68,0,0,282,282
9895,-12,-7,1028,5.81,0,0,88,88
9896,-12,-5,1028,7.6,0,0,41,41
9897,-10,-4,1029,9.39,0,0,51,51
9898,-12,0,1029,13.41,0,0,46,46
9899,-14,2,1029,16.54,0,0,48,48
9900,-14,4,1029,19.67,0,0,51,51
9901,-15,5,1028,1.79,0,0,50,50
9902,-14,6,1026,1.79,0,0,50,50
9903,-13,8,1025,3.13,0,0,101,101
9904,-10,8,1025,6.26,0,0,127,127
9905,-10,7,1024,9.39,0,0,140,140
9906,-8,5,1024,12.52,0,0,206,206
9907,-7,5,1024,15.65,0,0,226,226
9908,-7,5,1025,18.78,0,0,203,203
9909,-7,3,1025,20.57,0,0,240,240
9910,-7,-1,1025,22.36,0,0,258,258
9911,-6,0,1025,25.49,0,0,262,262
9912,-6,-2,1025,0.89,0,0,260,260
9913,-7,-3,1025,0.89,0,0,264,264
9914,-7,-4,1026,0.89,0,0,274,274
9915,-9,-6,1026,1.79,0,0,253,253
9916,-8,-5,1025,4.92,0,0,283,283
9917,-9,-3,1025,6.71,0,0,259,259
9918,-10,-5,1025,8.5,0,0,140,140
9919,-9,-3,1025,12.52,0,0,120,120
9920,-10,-5,1025,15.65,0,0,154,154
9921,-10,-2,1026,19.67,0,0,166,166
9922,-10,0,1026,23.69,0,0,144,144
9923,-11,3,1025,27.71,0,0,138,138
9924,-11,5,1025,30.84,0,0,131,131
9925,-11,7,1024,32.63,0,0,113,113
9926,-12,9,1023,0.89,0,0,92,92
9927,-10,11,1023,1.79,0,0,127,127
9928,-10,12,1022,3.58,0,0,127,127
9929,-10,11,1022,3.13,0,0,131,131
9930,-9,10,1022,3.13,0,0,153,153
9931,-9,8,1022,4.92,0,0,174,174
9932,-8,8,1023,8.05,0,0,221,221
9933,-7,4,1023,11.18,0,0,264,264
9934,-6,6,1024,14.31,0,0,273,273
9935,-6,0,1024,15.2,0,0,273,273
9936,-7,-2,1025,0.89,0,0,268,268
9937,-6,-3,1025,0.89,0,0,288,288
9938,-6,-3,1025,0.45,0,0,297,297
9939,-7,-4,1026,0.89,0,0,300,300
9940,-7,-4,1026,0.89,0,0,355,355
9941,-7,-5,1026,2.68,0,0,342,342
9942,-7,-4,1026,3.57,0,0,202,202
9943,-8,-6,1026,5.36,0,0,130,130
9944,-8,-6,1027,0.45,0,0,108,108
9945,-8,-5,1028,0.89,0,0,113,113
9946,-7,0,1028,0.89,0,0,126,126
9947,-7,2,1029,1.78,0,0,156,156
9948,-7,4,1029,2.67,0,0,282,282
9949,-6,6,1028,1.79,0,0,379,379
9950,-5,8,1027,1.79,0,0,437,437
9951,-4,8,1026,1.79,0,0,477,477
9952,-5,9,1026,3.58,0,0,510,510
9953,-4,9,1026,5.37,0,0,526,526
9954,-5,7,1025,6.26,0,0,492,492
9955,-4,6,1026,8.05,0,0,472,472
9956,-4,4,1026,0.89,0,0,474,474
9957,-4,1,1026,1.78,0,0,482,482
9958,-5,0,1026,2.67,0,0,482,482
9959,-4,-1,1027,3.56,0,0,477,477
9960,-4,-1,1026,4.01,0,0,480,480
9961,-4,-2,1026,4.9,0,0,527,527
9962,-4,-2,1026,0.89,0,0,486,486
9963,-5,-3,1026,0.45,0,0,493,493
9964,-6,-4,1026,0.89,0,0,515,515
9965,-5,-2,1025,0.89,0,0,595,595
9966,-5,-2,1025,0.89,0,0,563,563
9967,-5,-3,1025,1.78,0,0,563,563
9968,-6,-4,1026,1.79,0,0,528,528
9969,-6,-5,1027,0.89,0,0,515,515
9970,-2,0,1027,0.89,0,0,495,495
9971,-2,1,1027,1.79,0,0,486,486
9972,-2,3,1026,0.89,0,0,508,508
9973,-2,4,1025,1.78,0,0,464,464
9974,-2,5,1024,1.79,0,0,430,430
9975,-3,7,1023,3.58,0,0,452,452
9976,-3,7,1022,0.89,0,0,489,489
9977,-4,7,1022,1.79,0,0,477,477
9978,-5,6,1022,0.89,0,0,425,425
9979,-6,2,1022,1.78,0,0,407,407
9980,-4,2,1023,1.79,0,0,498,498
9981,-4,1,1023,0.89,0,0,492,492
9982,-4,0,1024,1.78,0,0,492,492
9983,-4,-2,1024,2.67,0,0,476,476
9984,-4,-2,1024,3.12,0,0,478,478
9985,-6,-4,1024,0.89,0,0,499,499
9986,-5,-3,1024,0.89,0,0,489,489
9987,-6,-4,1023,0.89,0,0,494,494
9988,-5,-3,1023,1.78,0,0,481,481
9989,-5,-4,1022,2.67,0,0,445,445
9990,-7,-5,1022,4.46,0,0,431,431
9991,-6,-4,1022,6.25,0,0,423,423
9992,-6,-4,1022,8.04,0,0,457,457
9993,-5,-3,1023,9.83,0,0,434,434
9994,-4,-1,1023,1.79,0,0,391,391
9995,-4,2,1023,0.89,0,0,347,347
9996,-6,3,1022,1.79,0,0,292,292
