N,TEMP,HUMIDITY,LIGHT,CO2_PPM,OCCUPANCY
10640,21,24,433,722,1
10641,21,24,427,727,1
10642,21,24,436,733,1
10643,21,24,429,736,1
10644,21,24,429,742,1
10645,21,24,429,743,1
10646,21,24,434,737,1
10647,21,24,444,739,1
10648,21,24,444,752,1
10649,21,24,444,754,1
10650,21,24,442,746,1
10651,21,24,446,755,1
10652,21,24,439,755,1
10653,21,24,447,758,1
10654,21,24,446,767,1
10655,21,24,452,781,1
10656,21,24,455,786,1
10657,21,24,447,790,1
10658,21,24,444,788,1
10659,21,24,456,788,1
10660,22,24,454,783,1
10661,22,24,457,782,1
10662,22,24,454,786,1
10663,22,24,466,787,1
10664,22,24,466,785,1
10665,22,24,470,788,1
10666,22,25,479,791,1
10667,22,25,471,809,1
10668,22,24,473,812,1
10669,22,25,485,811,1
10670,22,25,483,818,1
10671,22,25,488,833,1
10672,22,25,490,848,1
10673,22,25,492,854,1
10674,22,25,497,864,1
10675,22,25,496,870,1
10676,22,25,496,880,1
10677,22,25,497,896,1
10678,22,25,497,896,1
10679,22,25,496,911,1
10680,22,25,494,919,1
10681,22,25,499,925,1
10682,22,25,504,934,1
10683,22,26,506,936,1
10684,22,26,506,939,1
10685,22,26,506,943,1
10686,22,26,519,948,1
10687,22,26,509,962,1
10688,22,26,504,969,1
10689,22,26,496,974,1
10690,22,26,503,986,1
10691,22,26,506,995,1
10692,22,26,490,1003,1
10693,22,26,478,1007,1
10694,22,26,478,1009,1
10695,22,26,483,999,1
10696,22,26,484,998,1
10697,22,26,476,1008,1
10698,22,26,487,1021,1
10699,22,26,476,1030,1
10700,22,26,469,1025,1
10701,22,26,459,1015,1
10702,22,26,459,1011,1
10703,22,26,459,1012,1
10704,22,26,460,1025,1
10705,22,26,447,1027,1
10706,22,26,467,1035,1
10707,22,26,450,1032,1
10708,22,26,439,1026,1
10709,22,26,450,1027,1
10710,22,26,454,1024,1
10711,22,26,450,1024,1
10712,22,26,454,1027,1
10713,22,26,454,1031,1
10714,22,26,454,1027,1
10715,22,26,458,1031,1
10716,22,26,462,1033,1
10717,22,26,454,1037,1
10718,22,26,457,1038,1
10719,22,26,454,1035,1
10720,22,26,462,1039,1
10721,22,26,444,1037,1
10722,22,27,450,1038,1
10723,22,26,450,1033,1
10724,22,26,450,1032,1
10725,22,26,460,1039,1
10726,22,27,453,1038,1
10727,22,26,450,1040,1
10728,22,27,450,1037,1
10729,22,27,460,1046,1
10730,22,27,453,1038,1
10731,22,27,455,1042,1
10732,22,27,450,1048,1
10733,22,27,450,1046,1
10734,22,27,450,1042,1
10735,22,27,450,1043,1
10736,22,27,456,1049,1
10737,22,27,454,1048,1
10738,22,27,454,1047,1
10739,22,27,469,1047,1
10740,22,27,469,1050,1
10741,22,27,464,1048,1
10742,22,27,469,1047,1
10743,22,27,469,1048,1
10744,22,27,459,1044,0
10745,22,27,459,1037,0
10746,22,27,469,1039,0
10747,22,27,469,1039,0
10748,22,26,469,1034,1
10749,22,26,469,1025,1
10750,22,26,469,1025,1
10751,22,26,469,1024,1
10752,22,26,469,1022,1
10753,22,26,464,1016,1
10754,22,26,454,1009,1
10755,22,26,454,1006,1
10756,22,26,454,1008,1
10757,22,26,462,1008,1
10758,22,26,462,1003,1
10759,22,26,464,999,1
10760,22,26,459,1006,1
10761,22,26,469,1003,1
10762,22,26,462,1007,1
10763,22,26,454,1014,1
10764,22,26,454,1009,1
10765,22,26,454,1010,1
10766,22,26,454,1011,1
10767,22,26,454,1013,1
10768,22,26,454,1014,1
10769,22,26,454,1023,1
10770,22,26,439,1025,1
10771,22,26,444,1022,1
10772,22,26,453,1024,1
10773,22,26,450,1031,1
10774,22,26,454,1032,1
10775,22,26,454,1033,1
10776,22,26,469,1031,1
10777,22,26,463,1039,1
10778,22,26,471,1044,1
10779,22,26,464,1040,1
10780,22,26,464,1044,1
10781,22,26,464,1045,1
10782,22,26,474,1051,1
10783,22,27,479,1047,1
10784,22,27,465,1054,1
10785,22,27,469,1064,1
10786,22,27,464,1064,1
10787,22,27,467,1061,1
10788,22,27,466,1066,1
10789,22,27,464,1073,1
10790,22,27,459,1084,1
10791,22,27,454,1082,1
10792,22,27,454,1077,1
10793,22,27,454,1077,1
10794,22,27,454,1080,1
10795,22,27,450,1078,1
10796,22,27,443,1068,1
10797,22,27,439,1070,1
10798,22,27,439,1070,1
10799,22,27,450,1076,1
10800,22,27,455,1077,1
10801,22,27,448,1068,1
10802,22,27,444,1072,1
10803,22,27,444,1076,1
10804,22,27,444,1073,1
10805,22,27,455,1069,1
10806,22,27,460,1063,1
10807,22,27,460,1066,1
10808,22,27,449,1060,1
10809,22,27,444,1077,1
10810,22,27,444,1092,1
10811,22,27,444,1097,1
10812,22,27,440,1097,1
10813,22,27,444,1104,1
10814,22,27,455,1105,1
10815,22,27,450,1105,1
10816,22,27,454,1109,1
10817,22,27,454,1116,1
10818,22,27,454,1121,1
10819,22,27,458,1127,1
10820,22,27,454,1134,1
10821,22,27,454,1131,1
10822,22,27,454,1131,1
10823,22,27,454,1130,1
10824,22,27,454,1137,1
10825,22,27,450,1137,1
10826,22,27,460,1129,1
10827,22,27,444,1127,1
10828,22,27,444,1133,1
10829,22,27,444,1139,1
10830,22,27,444,1137,1
10831,22,27,444,1137,1
10832,22,27,444,1131,1
10833,22,27,444,1132,1
10834,22,27,444,1128,1
10835,22,27,444,1115,1
10836,22,27,460,1121,1
10837,22,27,460,1124,1
10838,22,27,455,1127,1
10839,22,27,460,1136,1
10840,22,27,459,1128,1
10841,22,27,462,1123,1
10842,22,27,464,1118,1
10843,22,27,466,1110,1
10844,22,27,482,1115,1
10845,22,27,474,1120,1
10846,22,27,487,1114,1
10847,22,27,472,1105,1
10848,22,27,474,1099,1
10849,22,27,482,1098,1
10850,22,27,489,1094,1
10851,22,27,504,1088,1
10852,22,27,502,1084,1
10853,22,27,524,1086,1
10854,22,27,550,1087,1
10855,22,27,554,1082,1
10856,22,27,562,1081,1
10857,22,27,569,1063,1
10858,22,27,607,1063,1
10859,22,27,697,1078,1
10860,22,27,657,1086,1
10861,22,27,744,1098,1
10862,22,27,709,1099,1
10863,23,27,607,1092,1
10864,23,27,660,1094,1
10865,23,27,689,1101,1
10866,23,27,558,1102,1
10867,23,27,661,1105,1
10868,23,27,666,1111,1
10869,23,27,648,1108,1
10870,23,27,638,1124,1
10871,23,27,558,1125,1
10872,23,27,534,1106,1
10873,23,27,520,1110,1
10874,23,27,514,1118,1
10875,23,27,531,1120,0
10876,23,27,539,1114,0
10877,23,27,546,1105,0
10878,23,27,605,1103,0
10879,23,27,597,1103,0
10880,23,27,528,1090,0
10881,23,27,521,1086,0
10882,23,27,536,1084,0
10883,23,27,533,1079,0
10884,23,27,524,1065,0
10885,23,27,524,1053,0
10886,23,27,521,1051,1
10887,23,27,536,1041,1
10888,23,26,548,1039,1
10889,23,27,566,1038,1
10890,23,27,585,1043,1
10891,23,27,535,1046,1
10892,23,27,546,1045,1
10893,23,27,631,1036,1
10894,23,26,571,1030,1
10895,23,27,630,1034,1
10896,23,27,733,1039,1
10897,23,26,686,1027,1
10898,23,26,636,1022,0
10899,23,26,676,1025,0
10900,23,26,567,1020,0
10901,23,26,583,1016,0
10902,23,26,619,1007,0
10903,23,26,579,998,0
10904,23,26,590,1002,0
10905,23,26,585,1000,0
10906,23,26,564,998,0
10907,23,26,534,987,1
10908,23,26,497,983,1
10909,23,26,341,983,1
10910,23,26,39,979,0
10911,23,26,31,977,0
10912,23,26,27,962,0
10913,23,26,22,963,0
10914,23,26,13,974,0
10915,23,26,31,965,0
10916,23,26,33,962,0
10917,23,26,34,957,0
10918,23,26,28,950,0
10919,23,26,31,950,0
10920,23,26,34,950,0
10921,23,26,31,949,0
10922,23,26,31,944,0
10923,22,26,34,935,0
10924,22,26,34,932,0
10925,22,26,29,929,0
10926,22,26,46,931,0
10927,22,26,53,923,0
10928,22,26,72,921,0
10929,22,26,103,917,0
10930,22,26,92,912,0
10931,22,26,90,902,0
10932,22,26,82,903,0
10933,22,26,113,899,0
10934,22,26,334,900,1
10935,22,26,472,894,1
10936,22,26,504,893,0
10937,22,26,568,884,0
10938,22,26,569,879,0
10939,22,26,491,887,0
10940,22,26,487,890,0
10941,22,26,500,891,0
10942,22,26,524,891,0
10943,22,26,545,881,0
10944,22,26,521,866,0
10945,22,26,509,865,0
10946,22,26,477,870,0
10947,22,26,472,862,0
10948,22,26,464,858,0
10949,22,26,464,851,0
10950,22,26,459,847,0
10951,22,26,459,845,0
10952,22,26,455,843,0
10953,22,26,444,841,0
10954,22,26,456,831,0
10955,22,26,461,829,0
10956,22,26,462,826,0
10957,22,26,464,814,0
10958,22,26,477,819,0
10959,22,26,489,820,0
10960,22,26,489,810,0
10961,22,26,484,810,1
10962,22,26,454,801,1
10963,22,26,451,795,0
10964,22,26,450,785,0
10965,22,26,450,795,0
10966,22,26,453,795,0
10967,22,26,452,798,0
10968,22,26,459,797,0
10969,22,26,459,796,0
10970,22,26,464,785,0
10971,22,26,454,776,0
10972,22,26,454,777,0
10973,22,26,448,776,0
10974,22,26,453,780,1
10975,22,26,444,782,1
10976,22,26,444,777,1
10977,22,26,444,782,1
10978,22,26,442,789,1
10979,22,26,440,795,1
10980,22,27,443,819,1
10981,22,27,447,828,1
10982,22,27,444,837,1
10983,22,27,441,833,1
10984,22,27,438,848,1
10985,22,27,438,849,1
10986,22,27,438,850,1
10987,22,27,447,843,1
10988,22,27,441,839,1
10989,22,27,438,848,1
10990,22,27,441,860,1
10991,22,27,438,886,1
10992,22,28,429,910,1
10993,22,27,429,917,1
10994,22,27,438,920,1
10995,22,28,441,932,1
10996,22,28,438,942,1
10997,22,28,429,960,1
10998,22,28,444,967,1
10999,22,28,451,971,1
11000,22,28,454,989,1
11001,22,28,465,997,1
11002,22,28,475,1012,1
11003,22,28,479,1021,1
11004,22,28,526,1020,1
11005,22,28,515,1020,1
11006,22,29,494,1037,1
11007,22,28,487,1047,1
11008,22,28,475,1051,1
11009,22,28,486,1052,1
11010,22,28,502,1048,1
11011,22,28,541,1051,1
11012,22,28,504,1052,1
11013,22,28,489,1053,1
11014,22,28,490,1051,1
11015,22,28,536,1050,1
11016,22,28,532,1054,1
11017,22,28,543,1068,1
11018,22,28,543,1066,1
11019,22,28,543,1067,1
11020,23,28,533,1081,1
11021,22,28,527,1081,1
11022,23,28,534,1085,1
11023,23,28,530,1083,1
11024,23,28,524,1088,1
11025,23,28,526,1094,1
11026,23,28,522,1103,1
11027,23,28,517,1099,1
11028,23,28,514,1085,1
11029,23,28,524,1086,1
11030,23,28,514,1103,1
11031,23,28,514,1107,1
11032,23,28,514,1104,1
11033,23,28,518,1102,1
11034,23,28,521,1098,1
11035,23,28,525,1100,1
11036,23,28,525,1101,1
11037,23,28,525,1102,1
11038,23,28,489,1103,1
11039,23,28,474,1114,1
11040,23,28,474,1112,1
11041,23,28,473,1114,1
11042,23,28,472,1105,1
11043,23,28,464,1104,1
11044,23,28,469,1107,1
11045,23,28,465,1108,1
11046,23,28,454,1102,1
11047,23,28,450,1097,1
11048,23,28,450,1092,1
11049,23,28,455,1103,1
11050,23,28,450,1097,1
11051,23,28,455,1086,1
11052,23,28,455,1092,1
11053,23,28,460,1085,1
11054,23,28,460,1084,1
11055,23,28,437,1076,1
11056,23,27,460,1061,1
11057,23,27,450,1052,1
11058,23,27,461,1062,1
11059,23,27,461,1068,1
11060,23,27,454,1074,1
11061,23,27,469,1072,1
11062,23,27,469,1068,1
11063,23,27,480,1072,1
11064,23,27,477,1073,1
11065,23,27,477,1074,1
11066,23,27,474,1069,1
11067,23,27,482,1068,1
11068,23,27,474,1080,1
11069,22,27,479,1085,1
11070,23,27,469,1066,1
11071,23,27,474,1064,1
11072,23,27,469,1066,1
11073,23,27,474,1071,1
11074,23,27,479,1068,1
11075,23,27,479,1065,1
11076,23,27,479,1071,1
11077,23,27,477,1072,1
11078,23,27,470,1079,1
11079,23,27,469,1064,1
11080,23,27,461,1074,1
11081,23,27,465,1069,1
11082,23,27,452,1064,1
11083,23,27,447,1049,1
11084,23,27,450,1055,1
11085,23,27,460,1056,1
11086,22,27,456,1064,1
11087,22,27,456,1063,1
11088,22,27,444,1078,1
11089,22,27,444,1067,1
11090,22,27,455,1075,1
11091,22,27,453,1077,1
11092,22,27,450,1073,1
11093,22,27,450,1074,1
11094,22,27,456,1074,1
11095,22,27,449,1068,1
11096,22,27,444,1063,1
11097,22,27,444,1057,1
11098,22,27,444,1054,1
11099,22,27,444,1068,1
11100,22,27,444,1074,1
11101,22,27,444,1079,1
11102,22,27,429,1078,1
11103,22,27,429,1078,1
11104,22,27,429,1083,1
11105,22,27,429,1088,1
11106,22,27,438,1086,1
11107,22,27,441,1088,1
11108,22,27,438,1075,1
11109,22,26,438,1068,1
11110,22,27,441,1064,1
11111,22,26,438,1063,1
11112,22,26,433,1066,1
11113,22,26,444,1069,1
11114,22,26,444,1073,1
11115,22,26,444,1062,1
11116,22,26,444,1060,1
11117,22,26,444,1057,1
11118,22,26,444,1056,1
11119,22,26,429,1046,1
11120,22,26,435,1050,1
11121,22,26,438,1053,1
11122,22,26,438,1045,1
11123,22,26,441,1054,1
11124,22,26,441,1059,1
11125,22,26,438,1067,1
11126,22,26,438,1067,1
11127,22,26,441,1065,1
11128,22,26,438,1069,1
11129,22,26,447,1075,1
11130,22,26,447,1076,1
11131,22,26,447,1078,1
11132,22,26,438,1073,1
11133,22,26,438,1068,1
11134,22,26,438,1062,1
11135,22,26,441,1046,1
11136,22,26,438,1042,1
11137,22,26,443,1051,1
11138,22,26,438,1059,1
11139,22,26,438,1065,1
11140,22,26,443,1065,1
11141,22,26,441,1055,1
11142,22,26,447,1043,1
11143,22,26,438,1039,1
11144,22,26,447,1036,1
11145,22,26,447,1037,1
11146,22,26,433,1039,1
11147,22,26,433,1031,1
11148,22,26,433,1024,1
11149,22,26,433,1020,1
11150,22,26,433,1010,1
11151,22,26,433,1003,1
11152,22,26,433,1002,1
11153,22,26,433,999,1
11154,22,26,433,1002,1
11155,22,26,433,1002,1
11156,22,26,433,1002,1
11157,22,25,433,999,1
11158,22,25,433,991,1
11159,22,25,433,991,1
11160,22,25,433,986,1
11161,22,25,433,976,1
11162,22,25,433,966,1
11163,22,25,433,966,1
11164,22,25,433,968,1
11165,22,25,433,970,1
11166,22,25,433,955,1
11167,22,25,433,952,1
11168,22,25,433,941,1
11169,22,25,433,936,1
11170,22,25,433,933,1
11171,22,25,433,938,1
11172,22,25,433,938,1
11173,22,25,433,934,1
11174,22,25,433,926,1
11175,22,25,433,921,1
11176,22,25,433,920,1
11177,22,25,433,912,1
11178,22,24,430,913,1
11179,22,24,433,903,1
11180,22,24,433,906,1
11181,22,24,433,907,1
11182,22,24,433,903,1
11183,22,24,433,901,1
11184,22,24,433,900,1
11185,22,24,433,901,1
11186,22,24,433,899,1
11187,22,24,433,892,1
11188,22,24,433,886,1
11189,22,24,433,884,1
11190,22,24,433,887,1
11191,22,24,433,884,1
11192,22,24,433,879,1
11193,22,24,433,887,1
11194,22,24,433,882,1
11195,22,24,433,879,1
11196,22,24,433,866,1
11197,22,24,433,866,1
11198,22,24,433,863,1
11199,22,24,433,853,1
11200,22,24,433,858,1
11201,22,24,433,853,1
11202,22,24,433,851,1
11203,22,24,433,847,1
11204,22,24,433,841,1
11205,22,24,426,839,1
11206,22,24,213,846,1
11207,22,24,0,844,0
11208,22,24,0,847,0
11209,22,24,0,852,0
11210,22,24,0,851,0
11211,22,24,0,825,0
11212,22,24,0,817,0
11213,22,24,0,814,0
11214,22,24,0,805,0
11215,22,24,0,807,0
11216,22,24,0,800,0
11217,22,24,0,781,0
11218,22,24,0,777,0
11219,22,24,0,771,0
11220,22,24,0,775,0
11221,22,24,0,771,0
11222,22,23,0,763,0
11223,22,24,0,755,0
11224,22,24,0,754,0
11225,22,24,0,755,0
11226,22,23,0,755,0
11227,22,24,0,752,0
11228,22,24,0,749,0
11229,22,24,0,746,0
11230,22,23,0,749,0
11231,22,24,0,747,0
11232,22,24,0,739,0
11233,22,23,0,733,0
11234,22,23,0,726,0
11235,22,23,0,712,0
11236,22,23,0,706,0
11237,22,23,0,703,0
11238,21,23,0,703,0
11239,21,23,0,699,0
11240,21,23,0,698,0
11241,21,23,0,678,0
11242,21,23,0,672,0
11243,21,23,0,667,0
11244,21,23,0,664,0
11245,21,22,0,661,0
11246,21,22,0,654,0
11247,21,22,0,650,0
11248,21,22,0,636,0
11249,21,22,0,634,0
11250,21,22,0,632,0
11251,21,22,0,631,0
11252,21,22,0,638,0
11253,21,22,0,640,0
11254,21,22,0,639,0
11255,21,22,0,628,0
11256,21,21,0,617,0
11257,21,21,0,612,0
11258,21,22,0,609,0
11259,21,22,0,616,0
11260,21,22,0,614,0
11261,21,21,0,614,0
11262,21,21,0,612,0
11263,21,21,0,600,0
11264,21,21,0,599,0
11265,21,21,0,593,0
11266,21,21,0,593,0
11267,21,21,0,586,0
11268,21,21,0,585,0
11269,21,21,0,593,0
11270,21,21,0,593,0
11271,21,21,0,583,0
11272,21,21,0,579,0
11273,21,21,0,578,0
11274,21,21,0,571,0
11275,21,21,0,571,0
11276,21,21,0,571,0
11277,21,21,0,564,0
11278,21,21,0,561,0
11279,21,20,0,556,0
11280,21,20,0,550,0
11281,21,20,0,545,0
11282,21,20,0,548,0
11283,21,20,0,545,0
11284,21,20,0,536,0
11285,21,20,0,538,0
11286,21,20,0,540,0
11287,21,20,0,543,0
11288,21,20,0,539,0
11289,21,20,0,532,0
11290,21,20,0,534,0
11291,21,20,0,539,0
11292,21,20,0,538,0
11293,21,20,0,540,0
11294,21,20,0,531,0
11295,21,20,0,527,0
11296,21,20,0,522,0
11297,21,20,0,526,0
11298,21,20,0,523,0
11299,21,20,0,525,0
11300,21,20,0,516,0
11301,21,20,0,520,0
11302,21,20,0,516,0
11303,21,20,0,514,0
11304,21,20,0,517,0
11305,21,20,0,517,0
11306,21,20,0,515,0
11307,21,20,0,510,0
11308,21,19,0,504,0
11309,21,19,0,502,0
11310,21,20,0,499,0
11311,21,20,0,499,0
11312,21,20,0,503,0
11313,21,20,0,505,0
11314,21,20,0,507,0
11315,21,19,0,500,0
11316,21,20,0,496,0
11317,21,19,0,499,0
11318,21,20,0,498,0
11319,21,20,0,497,0
11320,21,20,0,498,0
11321,21,19,0,495,0
11322,21,19,0,492,0
11323,21,19,0,491,0
11324,21,20,0,493,0
11325,21,20,0,489,0
11326,21,19,0,486,0
11327,21,19,0,489,0
11328,21,19,0,486,0
11329,21,19,0,489,0
11330,21,19,0,490,0
11331,21,19,0,491,0
11332,21,19,0,487,0
11333,21,19,0,486,0
11334,21,19,0,485,0
11335,21,19,0,491,0
11336,21,19,0,485,0
11337,21,19,0,485,0
11338,21,19,0,482,0
11339,21,19,0,491,0
11340,21,19,0,487,0
11341,21,19,0,481,0
11342,21,19,0,480,0
11343,21,19,0,484,0
11344,21,19,0,481,0
11345,21,19,0,484,0
11346,21,19,0,480,0
11347,21,19,0,479,0
11348,21,19,0,478,0
11349,21,19,0,483,0
11350,21,19,0,482,0
11351,21,19,0,483,0
11352,21,19,0,477,0
11353,21,19,0,479,0
11354,21,19,0,483,0
11355,21,19,0,474,0
11356,21,19,0,473,0
11357,21,19,0,472,0
11358,21,19,0,473,0
11359,21,19,0,475,0
11360,21,19,0,475,0
11361,21,19,0,478,0
11362,21,20,0,474,0
11363,21,20,0,475,0
11364,21,20,0,471,0
11365,21,20,0,474,0
11366,21,20,0,483,0
11367,21,20,0,484,0
11368,21,20,0,479,0
11369,21,20,0,480,0
11370,21,20,0,473,0
11371,21,20,0,470,0
11372,21,20,0,464,0
11373,21,20,0,464,0
11374,21,20,0,468,0
11375,21,20,0,476,0
11376,21,20,0,474,0
11377,21,20,0,471,0
11378,21,20,0,472,0
11379,21,20,0,472,0
11380,21,20,0,474,0
11381,21,20,0,473,0
11382,21,20,0,469,0
11383,21,20,0,473,0
11384,21,20,0,473,0
11385,21,20,0,472,0
11386,21,20,0,471,0
11387,21,20,0,469,0
11388,21,20,0,471,0
11389,21,20,0,470,0
11390,21,20,0,470,0
11391,21,20,0,464,0
11392,21,20,0,467,0
11393,21,20,0,472,0
11394,21,20,0,470,0
11395,21,20,0,471,0
11396,21,20,0,470,0
11397,21,20,0,469,0
11398,21,20,0,469,0
11399,21,20,0,467,0
11400,21,20,0,467,0
11401,21,20,0,464,0
11402,21,20,0,462,0
11403,21,20,0,466,0
11404,21,20,0,466,0
11405,21,20,0,464,0
11406,21,20,0,470,0
11407,21,20,0,470,0
11408,21,20,0,472,0
11409,21,20,0,465,0
11410,21,20,0,467,0
11411,21,20,0,467,0
11412,21,20,0,462,0
11413,21,20,0,465,0
11414,21,20,0,460,0
11415,21,20,0,457,0
11416,21,20,0,461,0
11417,21,20,0,462,0
11418,21,20,0,464,0
11419,21,20,0,462,0
11420,21,20,0,462,0
11421,21,20,0,458,0
11422,21,20,0,460,0
11423,21,20,0,460,0
11424,21,20,0,461,0
11425,21,20,0,460,0
11426,21,20,0,457,0
11427,21,20,0,461,0
11428,21,20,0,461,0
11429,21,20,0,459,0
11430,21,20,0,461,0
11431,21,20,0,458,0
11432,21,20,0,455,0
11433,21,20,0,462,0
11434,21,20,0,461,0
11435,21,21,0,461,0
11436,21,21,0,461,0
11437,21,21,0,460,0
11438,21,21,0,463,0
11439,21,21,0,464,0
11440,21,21,0,463,0
11441,21,21,0,464,0
11442,21,21,0,463,0
11443,21,21,0,458,0
11444,21,21,0,460,0
11445,21,21,0,460,0
11446,21,21,0,459,0
11447,21,21,0,461,0
11448,21,21,0,460,0
11449,21,21,0,454,0
11450,21,21,0,451,0
11451,21,21,0,457,0
11452,21,21,0,455,0
11453,21,21,0,460,0
11454,21,21,0,459,0
11455,21,21,0,454,0
11456,21,21,0,457,0
11457,21,21,0,451,0
11458,21,21,0,455,0
11459,21,21,0,463,0
11460,21,21,0,459,0
11461,21,21,0,453,0
11462,21,21,0,451,0
11463,21,21,0,446,0
11464,21,21,0,450,0
11465,21,21,0,450,0
11466,21,21,0,450,0
11467,21,21,0,454,0
11468,21,21,0,459,0
11469,21,21,0,460,0
11470,21,21,0,457,0
11471,21,21,0,458,0
11472,21,21,0,453,0
11473,21,21,0,451,0
11474,21,21,0,455,0
11475,21,21,0,453,0
11476,21,21,0,455,0
11477,21,21,0,455,0
11478,21,21,0,452,0
11479,21,21,0,456,0
11480,21,21,0,454,0
11481,21,21,0,453,0
11482,21,21,0,461,0
11483,21,21,0,455,0
11484,21,21,0,452,0
11485,21,21,0,453,0
11486,21,21,0,454,0
11487,21,21,0,455,0
11488,21,21,0,455,0
11489,21,21,0,454,0
11490,21,21,0,454,0
11491,21,21,0,447,0
11492,21,21,0,454,0
11493,21,21,0,456,0
11494,21,21,0,456,0
11495,21,21,0,453,0
11496,21,21,0,452,0
11497,21,21,0,446,0
11498,21,21,0,452,0
11499,21,21,0,451,0
11500,21,21,0,449,0
11501,21,21,0,447,0
11502,21,21,0,450,0
11503,21,21,0,449,0
11504,21,21,0,448,0
11505,21,21,0,444,0
11506,21,21,0,443,0
11507,21,21,0,445,0
11508,21,21,0,446,0
11509,21,21,0,448,0
11510,21,21,0,451,0
11511,21,21,0,452,0
11512,21,21,0,447,0
11513,20,21,0,447,0
11514,21,21,0,442,0
11515,21,21,0,452,0
11516,20,21,0,450,0
11517,20,21,0,444,0
11518,20,21,0,443,0
11519,20,21,0,450,0
11520,20,21,0,446,0
11521,20,21,0,444,0
11522,20,21,0,445,0
11523,20,21,0,449,0
11524,20,21,0,445,0
11525,20,21,0,446,0
11526,20,21,0,447,0
11527,20,21,0,447,0
11528,20,21,0,451,0
11529,20,21,0,448,0
11530,20,21,0,450,0
11531,20,21,0,443,0
11532,20,21,0,445,0
11533,20,21,0,445,0
11534,20,21,0,442,0
11535,20,21,0,442,0
11536,20,21,0,441,0
11537,20,21,0,441,0
11538,20,21,0,447,0
11539,20,21,0,440,0
11540,20,21,0,444,0
11541,20,21,0,446,0
11542,20,21,0,447,0
11543,20,21,0,444,0
11544,20,21,0,447,0
11545,20,21,0,449,0
11546,20,21,0,445,0
11547,20,21,0,447,0
11548,20,21,0,444,0
11549,20,21,0,447,0
11550,20,21,0,445,0
11551,20,21,0,443,0
11552,20,21,0,446,0
11553,20,21,0,438,0
11554,20,21,0,435,0
11555,20,21,0,443,0
11556,20,21,0,441,0
11557,20,21,0,440,0
11558,20,21,0,445,0
11559,20,21,0,443,0
11560,20,21,0,444,0
11561,20,21,0,444,0
11562,20,21,0,438,0
11563,20,21,0,439,0
11564,20,21,0,442,0
11565,20,21,0,444,0
11566,20,21,0,447,0
11567,20,21,0,446,0
11568,20,21,0,447,0
11569,20,21,0,447,0
11570,20,21,0,446,0
11571,20,21,0,446,0
11572,20,21,0,445,0
11573,20,21,0,445,0
11574,20,21,0,446,0
11575,20,21,0,447,0
11576,20,21,0,448,0
11577,20,21,0,450,0
11578,20,21,0,452,0
11579,20,21,0,449,0
11580,20,21,0,447,0
11581,20,21,0,447,0
11582,20,21,0,449,0
11583,20,21,0,446,0
11584,20,21,0,446,0
11585,20,21,0,441,0
11586,20,21,0,443,0
11587,20,21,0,444,0
11588,20,21,0,444,0
11589,20,21,0,443,0
11590,20,21,0,444,0
11591,20,21,0,448,0
11592,20,21,0,443,0
11593,20,21,0,442,0
11594,20,21,0,445,0
11595,20,21,0,445,0
11596,20,21,0,445,0
11597,20,21,0,447,0
11598,20,21,0,445,0
11599,20,21,0,442,0
11600,20,21,0,439,0
11601,20,21,0,441,0
11602,20,21,0,446,0
11603,20,21,0,446,0
11604,20,21,0,444,0
11605,20,21,0,439,0
11606,20,21,0,441,0
11607,20,21,0,442,0
11608,20,21,0,444,0
11609,20,21,0,443,0
11610,20,21,0,442,0
11611,20,21,0,443,0
11612,20,21,0,444,0
11613,20,21,0,443,0
11614,20,21,0,442,0
11615,20,21,0,443,0
11616,20,21,0,441,0
11617,20,21,0,446,0
11618,20,21,0,446,0
11619,20,21,0,439,0
11620,20,21,0,444,0
11621,20,21,0,446,0
11622,20,21,0,442,0
11623,20,21,0,442,0
11624,20,21,0,441,0
11625,20,21,0,444,0
11626,20,21,0,441,0
11627,20,21,0,438,0
11628,20,21,0,438,0
11629,20,21,0,443,0
11630,20,21,0,443,0
11631,20,21,0,436,0
11632,20,21,0,438,0
11633,20,21,0,437,0
11634,20,21,0,439,0
11635,20,21,0,436,0
11636,20,21,0,433,0
11637,20,21,0,435,0
11638,20,21,0,442,0
11639,20,21,0,445,0
11640,20,21,0,447,0
11641,20,21,0,446,0
11642,20,21,0,442,0
11643,20,21,0,440,0
11644,20,21,0,440,0
11645,20,21,0,440,0
11646,20,21,0,442,0
11647,20,21,0,441,0
11648,20,21,0,441,0
11649,20,21,0,442,0
11650,20,21,0,442,0
11651,20,20,0,443,0
11652,20,20,0,443,0
11653,20,20,0,440,0
11654,20,20,0,441,0
11655,20,20,0,439,0
11656,20,20,0,436,0
11657,20,20,0,434,0
11658,20,20,0,435,0
11659,20,20,0,434,0
11660,20,20,0,439,0
11661,20,20,0,440,0
11662,20,20,0,439,0
11663,20,20,0,441,0
11664,20,20,0,433,0
11665,20,20,0,437,0
11666,21,20,0,438,0
11667,20,20,0,438,0
11668,21,20,0,441,0
11669,21,20,0,434,0
11670,21,20,0,440,0
11671,21,20,0,438,0
11672,21,20,0,436,0
11673,21,20,0,436,0
11674,21,20,0,440,0
11675,21,20,0,440,0
11676,21,20,0,439,0
11677,21,20,0,435,0
11678,21,20,0,435,0
11679,21,20,0,436,0
11680,21,20,0,433,0
11681,21,20,0,434,0
11682,21,20,0,432,0
11683,21,20,0,437,0
11684,21,20,0,437,0
11685,21,20,0,435,0
